"id_serie";"Run Fondo";"caract";"fecha_inicio";"fecha_termino";"valor_cuota_inicio";"continuadora"
B;"8103";APV;2004-12-20;2009-07-13;1000.0000;
A;"8103";;2009-07-14;2009-08-04;1000.0000;
APV;"8103";APV;2009-07-14;2009-08-04;732.5404;B
E;"8103";;2009-07-14;2009-08-04;1000.0000;
GLOBA;"8103";;2009-07-14;2009-08-04;1000.0000;
INVER;"8103";;2009-07-14;2009-08-04;1000.0000;
PATRI;"8103";;2009-07-14;2009-08-04;1000.0000;
V;"8103";;2009-07-14;2009-08-04;781.6191;A
UNICA;"8168";;2000-10-05;2003-11-20;1000.0000;
UNICA;"8167";;2000-10-05;2003-11-20;1000.0000;
UNICA;"8216";;;2001-08-16;1000.0000;
UNICA;"8132";;1999-06-07;2009-08-04;1000.0000;
APV;"8850";APV;2011-04-15;2014-07-10;1000.0000;
GLOBA;"8850";;2011-04-15;2014-07-10;1000.0000;
INVER;"8850";;2011-04-15;2014-07-10;1000.0000;
PATRI;"8850";;2011-04-15;2014-07-10;1000.0000;
PERSO;"8850";;2011-04-15;2014-07-10;1000.0000;
UNICA;"8688";;2009-01-07;2010-01-27;1000.0000;
UNICA;"8276";;2004-03-29;2009-08-04;1000.0000;
A;"8739";;2009-08-05;2015-10-07;1084.2835;
E;"8739";;2009-08-05;2015-10-07;1000.0000;
UNICA;"8329";;2004-11-02;2007-12-17;1000.0000;
B;"8364";APV;2005-04-01;2007-11-21;1000.0000;
A;"8364";;2005-04-01;2007-12-08;1000.0000;
UNICA;"8402";;2005-12-02;2009-02-11;1000.0000;
UNICA;"8378";;2005-06-24;2009-01-06;1000.0000;
INSTI;"8797";;2010-05-27;2010-11-19;1000.0000;
PERSO;"8797";;2010-05-27;2010-11-19;1000.0000;
UNICA;"8738";;2009-08-05;2010-02-05;1000.0000;
UNICA;"8505";;2007-03-30;2010-08-03;1000.0000;
UNICA;"8624";;2008-07-28;2011-10-04;1000.0000;
UNICA;"8743";;2009-09-03;2012-09-02;1000.0000;
UNICA;"8764";;2009-11-25;2012-12-02;1000.0000;
UNICA;"8769";;2010-01-25;2013-03-03;1000.0000;
UNICA;"8800";;2010-06-22;2011-02-22;1000.0000;
UNICA;"8778";;2010-03-29;2013-06-02;1000.0000;
UNICA;"8809";;2010-08-24;2011-05-24;1000.0000;
UNICA;"8816";;2010-11-05;2013-11-04;1000.0000;
UNICA;"8429";;2006-05-22;2009-10-14;1000.0000;
UNICA;"8810";;2010-08-26;2013-10-29;1000.0000;
UNICA;"8922";;2012-04-02;2015-06-02;1000.0000;
UNICA;"8943";;2012-08-01;2015-10-02;1000.0000;
UNICA;"8626";;2008-05-30;2011-08-04;1000.0000;
UNICA;"8722";;2009-06-10;2010-01-22;1000.0000;
UNICA;"8465";;2006-09-27;2010-10-07;1000.0000;
UNICA;"8573";;2008-03-03;2011-07-07;1000.0000;
UNICA;"8489";;2006-12-06;2011-01-20;1000.0000;
UNICA;"8518";;2007-09-10;2011-05-19;1000.0000;
UNICA;"8852";;2011-03-08;2011-11-22;1000.0000;
UNICA;"8551";;2007-12-10;2011-05-26;1000.0000;
UNICA;"8736";;2009-07-14;2010-02-05;1000.0000;
UNICA;"8662";;2008-09-12;2009-05-15;1000.0000;
APV;"8483";APV;2006-12-21;2008-12-31;1000.0000;
GLOBA;"8483";;2006-12-21;2008-12-31;1000.0000;
INVER;"8483";;2006-12-21;2008-12-31;1000.0000;
PATRI;"8483";;2006-12-21;2008-12-31;1000.0000;
A;"8863";;2011-04-12;2011-12-28;1000.0000;
E;"8863";;2011-04-12;2011-12-28;1000.0000;
USD;"8863";;2011-04-12;2011-12-28;1000.0000;
A;"8815";;2010-10-08;2012-04-16;1106.7209;
E;"8815";;2010-10-08;2012-04-16;1000.0000;
A;"8837";;2011-01-21;2012-04-16;1120.2732;
APV;"8837";APV;2011-01-21;2012-04-16;1000.0000;
UNICA;"8808";;2010-08-04;2011-03-17;1000.0000;
PERSO;"8892";;2011-08-05;2012-09-06;1009.0221;
A;"8875";;2011-05-20;2012-04-16;1016.5524;
APV;"8875";APV;2011-05-20;2012-04-16;1000.0000;
INVER;"8875";;2011-05-20;2012-04-16;1000.0000;
PATRI;"8875";;2011-05-20;2012-04-16;1000.0000;
A;"8876";;2011-05-20;2012-11-15;1013.9292;
PATRI;"8876";;2011-05-20;2012-11-15;1000.0000;
A;"8878";;2011-05-27;2016-06-21;1135.1158;
GLOBA;"8878";;2011-05-27;2016-06-21;1000.0000;
A;"8889";;2011-07-08;2016-06-21;1112.3050;
PATRI;"8889";;2011-07-08;2016-06-21;1000.0000;
V;"8899";;2011-10-05;2014-01-27;1000.0000;
A;"8978";;2013-03-04;2016-09-28;1005.9135;
A;"8990";;2013-06-03;2013-08-21;1012.8418;
UNICA;"8990";;2013-08-22;2016-09-28;1012.8418;A
UNICA;"8962";;2012-11-05;2017-10-24;1000.0000;
UNICA;"8977";;2013-03-01;2017-10-24;1000.0000;
A;"8565";;2008-04-22;2012-04-16;1000.0000;
E;"8565";;2008-04-22;2012-04-16;1000.0000;
USD;"8565";;2008-04-22;2012-04-16;1000.0000;
A;"8566";;2008-04-22;2016-08-22;1000.0000;
E;"8566";;2008-04-22;2016-08-22;1000.0000;
USD;"8566";;2008-04-22;2016-08-22;1000.0000;
UNICA;"8144";;2000-02-11;2002-04-30;1000.0000;
A;"8144";;2002-05-01;2004-12-17;1043.1682;UNICA
B;"8144";;2002-05-01;2004-12-17;1043.1682;
UNICA;"8145";;2000-02-11;2002-04-30;1000.0000;
A;"8145";;2002-05-01;2004-12-17;758.5657;UNICA
B;"8145";;2002-05-01;2004-12-17;758.5657;
UNICA;"8051";;1992-08-20;2003-01-07;1000.0000;
ALFA;"8051";;2003-01-08;2008-06-17;379.9114;UNICA
BETA;"8051";APV;2003-01-08;2008-06-17;381.8769;UNICA
DELTA;"8051";;2003-01-08;2008-06-17;381.8769;
GAMMA;"8051";;2003-01-08;2008-06-17;381.8769;
UNICA;"8974";;2013-02-18;2015-03-27;1000.0000;
UNICA;"8176";;2000-11-10;2003-01-07;1000.0000;
ALFA;"8176";;2003-01-08;2012-01-09;591.5911;UNICA
BETA;"8176";APV;2005-02-07;2012-01-09;1000.0000;
DELTA;"8176";;2003-01-08;2016-06-16;599.3423;
ALPAT;"8176";;2012-01-10;2018-12-18;1000.0000;
APV;"8176";APV;2012-01-10;2018-12-18;2227.8339;BETA
BCI;"8176";;2016-09-12;2018-12-18;1000.0000;
BPRIV;"8176";;2012-01-10;2018-12-18;1000.0000;
CLASI;"8176";;2012-01-10;2018-12-18;1494.5304;ALFA
FAMIL;"8176";;2012-01-10;2018-12-18;1000.0000;
GAMMA;"8176";;2003-01-08;2018-12-18;599.3423;
UNICA;"8970";;2012-12-28;2020-12-29;1000.0000;
ALTOP;"8673";;2008-11-18;2009-08-12;1000.0000;
APV;"8673";;2008-11-18;2009-08-12;1000.0000;
CLASI;"8673";;2008-11-18;2009-08-12;1000.0000;
ALTOP;"8763";;2009-12-02;2018-04-17;1000.0000;
APV;"8763";APV;2009-12-02;2018-04-17;1000.0000;
BCI;"8763";;;2018-04-17;1000.0000;
BPRIV;"8763";;2012-01-10;2018-04-17;1000.0000;
CLASI;"8763";;2009-12-02;2018-04-17;1000.0000;
FAMIL;"8763";;2012-01-10;2018-04-17;1000.0000;
UNICA;"8581";;2008-04-15;2011-05-17;1000.0000;
UNICA;"8334";;2004-11-10;2007-12-10;1000.0000;
UNICA;"8527";;2007-10-29;2009-05-29;1000.0000;
UNICA;"8371";;2005-05-16;2007-07-26;1000.0000;
UNICA;"8477";;2007-04-02;2009-05-04;1000.0000;
UNICA;"8478";;2007-01-04;2010-02-04;1000.0000;
UNICA;"8466";;2006-10-10;2007-10-30;1000.0000;
UNICA;"8528";;2007-11-06;2010-12-06;1000.0000;
ALTOP;"8777";;2010-03-11;2019-08-20;1000.0000;
APV;"8777";APV;2010-03-11;2019-08-20;1000.0000;
BCI;"8777";;;2019-08-20;1000.0000;
BPRIV;"8777";;2012-01-09;2019-08-20;1000.0000;
CLASI;"8777";;2010-03-11;2019-08-20;1000.0000;
FAMIL;"8777";;2012-01-09;2019-08-20;1000.0000;
ALTOP;"8708";;2009-04-16;2009-11-30;1000.0000;
APV;"8708";;2009-04-16;2009-11-30;1000.0000;
CLASI;"8708";;2009-04-16;2009-11-30;1000.0000;
UNICA;"8045";;1991-04-01;2003-01-07;1000.0000;
ALFA;"8045";;2003-01-08;2012-01-03;3311.3703;UNICA
BETA;"8045";APV;2003-01-08;2012-01-03;3311.2185;UNICA
DELTA;"8045";;2003-01-08;2012-02-17;3311.2185;
APV;"8045";APV;2012-01-04;2019-10-02;5190.1909;BETA
CLASI;"8045";;2012-01-04;2019-10-02;4581.7528;ALFA
FAMIL;"8045";;2012-01-04;2019-10-02;1000.0000;
GAMMA;"8045";;2003-01-08;2019-10-02;3311.2185;
BCI;"8045";;;;1000.0000;
ALTOP;"8737";;2009-08-05;2010-06-04;10000.0000;
CLASI;"8737";;2009-08-05;2010-06-04;10000.0000;
UNICA;"9412";;2016-12-29;2019-12-10;100.0000;
ALTOP;"8786";;2010-03-11;2010-10-28;1000.0000;
APV;"8786";;2010-03-11;2010-10-28;1000.0000;
CLASI;"8786";;2010-03-11;2010-10-28;1000.0000;
ALFA;"8256";;2003-07-21;2012-01-03;100.0000;
ALPAT;"8256";;2012-01-04;2013-01-10;100.0000;
BPRIV;"8256";;2012-01-04;2013-01-10;100.0000;
CLASI;"8256";;2012-01-04;2013-01-10;128.7521;ALFA
DELTA;"8256";;2003-07-21;2013-01-10;100.0000;
GAMMA;"8256";;2003-07-21;2013-01-10;100.0000;
ALFA;"8328";;2004-10-21;2012-01-03;1000.0000;
ALPAT;"8328";;2012-01-04;2013-01-10;100.0000;
BPRIV;"8328";;2012-01-04;2013-01-10;100.0000;
CLASI;"8328";;2012-01-04;2013-01-10;1303.9126;ALFA
DELTA;"8328";;2004-10-21;2013-01-10;1000.0000;
GAMMA;"8328";;2004-10-21;2013-01-10;1000.0000;
ALTOP;"8702";;2009-04-07;2019-12-13;1000.0000;
BCI;"8702";;;2019-12-13;1000.0000;
CLASI;"8702";;2009-04-07;2019-12-13;1000.0000;
UNICA;"8730";;2009-12-11;2016-01-31;1000.0000;
ALPAT;"8730";;2016-02-02;2019-04-02;1000.0000;
CLASI;"8730";;2016-02-01;2019-04-02;1000.0000;UNICA
A;"8730";;2022-02-08;2022-12-13;1000.0000;
AP;"8730";;2019-04-03;2022-12-13;1388.6595;CLASI
CLASS;"8730";;2019-04-03;2022-12-13;1000.0000;
E;"8730";;2019-04-03;2022-12-13;1102.1724;ALPAT
ALTOP;"8703";;2009-09-22;2013-10-23;1000.0000;
APV;"8703";APV;2009-09-22;2013-10-23;1000.0000;
BPRIV;"8703";;2012-01-10;2013-10-23;1000.0000;
CLASI;"8703";;2009-09-22;2013-10-23;1000.0000;
FAMIL;"8703";;2012-01-10;2013-10-23;1000.0000;
UNICA;"8724";;2009-08-04;2012-09-03;1000.0000;
A;"8766";;2018-01-02;2022-08-04;1350.0000;
ALTOP;"8766";;2009-12-16;2022-08-04;1000.0000;
APV;"8766";APV;2009-12-16;2022-08-04;1000.0000;
BCI;"8766";;2016-12-22;2022-08-04;1000.0000;
BPRIV;"8766";;2012-01-04;2022-08-04;1000.0000;
CLASI;"8766";;2009-12-16;2022-08-04;1000.0000;
FAMIL;"8766";;2012-01-04;2022-08-04;1000.0000;
UNICA;"9329";;2016-06-06;2018-07-19;1000.0000;
UNICA;"9262";;2015-11-30;2018-01-08;1000.0000;
UNICA;"9399";;2016-11-21;2019-01-04;1000.0000;
UNICA;"9440";;2017-04-03;2021-05-24;1000.0000;
UNICA;"9457";;2017-06-05;2021-11-18;1000.0000;
CLASI;"9675";;2018-10-25;2020-12-04;1000.0000;
CLASI;"9699";;2018-12-19;2021-11-18;1000.0000;
INVER;"9586";;2018-03-12;2021-04-28;1000.0000;
INVER;"9727";;2019-03-15;2022-04-29;1000.0000;
INVER;"9587";;2018-03-12;2021-04-28;100.0000;
BCI;"10307";;;2023-02-07;100.0000;
CLASI;"10307";;;2023-02-07;100.0000;
CLASI;"9632";;2018-07-11;2021-08-25;1000.0000;
UNICA;"8942";;2012-07-09;2015-03-09;1000.0000;
UNICA;"9197";;2015-06-04;2018-07-10;1000.0000;
UNICA;"8608";;2008-09-05;2017-12-20;10000.0000;
A;"8608";;2017-12-27;2022-11-01;13800.0000;
CLASI;"8608";;2017-12-21;2022-11-01;10000.0000;UNICA
UNICA;"8139";;1999-09-21;2003-01-07;1000.0000;
DELTA;"8139";;2003-01-08;2008-01-09;1627.4519;
GAMMA;"8139";;2003-01-08;2008-01-09;1627.4519;
ALFA;"8139";;2003-01-08;2008-02-02;1633.8688;UNICA
BETA;"8139";APV;2003-01-08;2008-02-02;1633.9225;UNICA
UNICA;"8650";;2008-08-13;2009-03-06;1000.0000;
UNICA;"8642";;2008-08-12;2011-09-13;1000.0000;
UNICA;"8914";;2012-01-11;2013-09-05;1000.0000;
UNICA;"9009";;2013-08-01;2015-03-18;1000.0000;
UNICA;"9035";;2013-11-11;2015-08-17;1000.0000;
UNICA;"8887";;2011-08-08;2013-03-19;1000.0000;
UNICA;"8930";;2012-05-02;2013-12-13;1000.0000;
UNICA;"9200";;2015-06-04;2018-07-10;1000.0000;
UNICA;"8672";;2008-11-12;2009-06-11;1000.0000;
UNICA;"8643";;2008-07-31;2009-04-16;1000.0000;
ALTOP;"8813";;2010-09-22;2022-09-21;1000.0000;
APV;"8813";APV;2010-09-22;2022-09-21;1000.0000;
APVC;"8813";APV-APVC;2010-09-22;2022-09-21;1000.0000;
BCI;"8813";;;2022-09-21;1000.0000;
BPRIV;"8813";;2012-01-10;2022-09-21;1000.0000;
CLASI;"8813";;2010-09-22;2022-09-21;1000.0000;
FAMIL;"8813";;2012-01-10;2022-09-21;1000.0000;
UNICA;"8370";;2005-05-16;2008-03-01;1000.0000;
UNICA;"8396";;2005-11-16;2008-12-16;1000.0000;
UNICA;"8535";;2008-01-03;2011-02-02;1000.0000;
UNICA;"8888";;2011-06-30;2012-02-24;1000.0000;
UNICA;"8981";;2013-03-20;2014-01-16;1000.0000;
UNICA;"9020";;2013-09-06;2014-01-16;1000.0000;
UNICA;"9040";;2013-12-14;2014-01-16;1000.0000;
UNICA;"8770";;2010-01-18;2013-02-28;1000.0000;
UNICA;"8709";;2009-06-17;2012-07-17;1000.0000;
UNICA;"8771";;2010-01-12;2010-08-10;1000.0000;
UNICA;"8112";;1997-07-14;2003-01-07;1000.0000;
ALFA;"8112";;2003-01-08;2008-06-17;422.2108;UNICA
BETA;"8112";APV;2003-01-08;2008-06-17;424.9607;UNICA
DELTA;"8112";;2003-01-08;2008-06-17;424.9607;
GAMMA;"8112";;2003-01-08;2008-06-17;424.9607;
UNICA;"9066";;2014-05-05;2016-12-06;1000.0000;
A;"9456";;;2020-01-08;100.0000;
ADC;"9456";;;2020-01-08;100.0000;
BCI;"9456";;2017-06-14;2020-01-08;100.0000;
BPRIV;"9456";;2017-07-05;2020-01-08;100.0000;
CLASI;"9456";;2017-06-05;2020-01-08;100.0000;
I;"9456";;2017-07-06;2020-01-08;100.0000;
ALTOP;"8674";;2008-11-25;2009-08-12;1000.0000;
APV;"8674";;2008-11-25;2009-08-12;1000.0000;
CLASI;"8674";;2008-11-25;2009-08-12;1000.0000;
ALTOP;"8762";;2009-11-06;2010-06-17;1000.0000;
APV;"8762";;2009-11-06;2010-06-17;1000.0000;
CLASI;"8762";;2009-11-06;2010-06-17;1000.0000;
CLASI;"9875";;2020-04-07;2023-05-25;1000.0000;
UNICA;"8148";;2000-03-27;2003-01-07;1000.0000;
ALFA;"8148";;2003-01-08;2008-06-17;871.7286;UNICA
BETA;"8148";APV;2003-01-08;2008-06-17;871.7647;UNICA
DELTA;"8148";;2003-01-08;2008-06-17;872.6304;
GAMMA;"8148";;2003-01-08;2008-06-17;872.6304;
ALTOP;"8711";;2009-04-16;2010-02-03;1000.0000;
APV;"8711";;2009-04-16;2010-02-03;1000.0000;
CLASI;"8711";;2009-04-16;2010-02-03;1000.0000;
UNICA;"8433";;2006-05-17;2007-01-17;1000.0000;
ALTOP;"8884";;2011-06-30;2012-02-24;1000.0000;
APV;"8884";;2011-06-30;2012-02-24;1000.0000;
BPRI;"8884";;2011-06-30;2012-02-24;1000.0000;
CLASI;"8884";;2011-06-30;2012-02-24;1000.0000;
FMLIA;"8884";;2011-06-30;2012-02-24;1000.0000;
UNICA;"8651";;2008-08-13;2009-04-03;1000.0000;
UNICA;"8175";;2000-11-10;2003-01-07;1000.0000;
ALFA;"8175";;2003-01-08;2008-01-04;724.3744;UNICA
BETA;"8175";APV;2003-01-08;2008-01-04;730.2177;UNICA
DELTA;"8175";;2003-01-08;2008-01-04;730.2177;
GAMMA;"8175";;2003-01-08;2008-01-04;730.2177;
ALTOP;"8870";;2011-11-08;2018-04-17;1000.0000;
APV;"8870";APV;2011-11-08;2018-04-17;1000.0000;
BCI;"8870";;;2018-04-17;1000.0000;
BPRI;"8870";;2011-11-08;2018-04-17;1000.0000;
CLASI;"8870";;2011-11-08;2018-04-17;1000.0000;
FMLIA;"8870";;2011-11-08;2018-04-17;1000.0000;
INSTI;"8870";;;2018-04-17;1000.0000;
ALPAT;"8968";;2012-12-27;2015-10-13;100.0000;
BPRIV;"8968";;2012-12-27;2015-10-13;100.0000;
CLASI;"8968";;2012-12-27;2015-10-13;100.0000;
INSTI;"8968";;2012-12-27;2015-10-13;100.0000;
BCI;"8968";;;;100.0000;
UNICA;"8149";;2000-03-27;2003-01-07;1000.0000;
ALFA;"8149";;2003-01-08;;274.0670;UNICA
BETA;"8149";;2003-01-08;;274.0895;UNICA
DELTA;"8149";;2003-01-08;;276.7432;
GAMMA;"8149";;2003-01-08;;276.7432;
UNICA;"8147";;2000-03-27;2003-01-07;1000.0000;
ALFA;"8147";;2003-01-08;2008-06-17;108.5195;UNICA
BETA;"8147";APV;2003-01-08;2008-06-17;108.5284;UNICA
DELTA;"8147";;2003-01-08;2008-06-17;110.2111;
GAMMA;"8147";;2003-01-08;2008-06-17;110.2111;
UNICA;"8516";;2007-08-16;2008-02-29;100.0000;
UNICA;"9946";;2020-11-12;2022-06-23;1000.0000;
UNICA;"9864";;2020-03-05;2021-09-30;1000.0000;
UNICA;"9884";;2020-05-20;2021-12-06;1000.0000;
UNICA;"8217";;;2001-08-16;1000.0000;
UNICA;"8218";;;2001-08-16;1000.0000;
A;"9691";;2018-12-05;2020-03-10;1000.0000;
B;"9691";;2018-12-13;2020-03-10;1000.0000;
C;"9691";;2018-12-27;2020-03-10;1000.0000;
D;"9691";;2019-07-03;2020-03-10;1000.0000;
E;"9691";;;2020-03-10;1000.0000;
G;"9691";;;2020-03-10;1000.0000;
I;"9691";;2018-12-05;2020-03-10;1000.0000;
A;"8725";;2009-07-01;2017-11-09;1000.0000;
B;"8725";APV;2009-07-01;2017-11-09;1000.0000;
C;"8725";;2009-07-01;2017-11-09;1000.0000;
F;"8725";;2009-07-01;2017-11-09;1000.0000;
I;"8725";;2009-07-01;2017-11-09;1000.0000;
J;"8725";;2017-09-06;2017-11-09;1000.0000;
APV;"8725";APV;2017-11-10;2021-12-17;1000.0000;B
CLASICA;"8725";;2017-11-10;2021-12-17;1000.0000;A
D;"8725";APV;2015-03-06;2021-12-17;1000.0000;
E;"8725";APVC;;2021-12-17;1000.0000;
G;"8725";APV;2016-11-02;2021-12-17;1000.0000;
INSTITUCIO;"8725";;2017-11-10;2021-12-17;1000.0000;I
K;"8725";;2020-03-13;2021-12-17;1000.0000;
LARGOPLAZO;"8725";;2017-11-10;2021-12-17;1000.0000;F
LIQUIDEZ;"8725";;2017-11-10;2021-12-17;1000.0000;C
PATRIMONIA;"8725";;2017-11-10;2021-12-17;1000.0000;J
UNICA;"8046";;1992-03-04;2006-01-11;0.0000;
A;"8046";;2006-01-12;2008-01-07;1000.0000;UNICA
A;"8046";;2008-01-08;2017-11-09;1000.0000;
B;"8046";APV;2008-01-08;2017-11-09;1000.0000;
C;"8046";;2008-01-08;2017-11-09;1693.1143;A
F;"8046";;2006-01-12;2017-11-09;1000.0000;
I;"8046";;2008-01-08;2017-11-09;1000.0000;
J;"8046";;;2017-11-09;1000.0000;
APV;"8046";APV;2017-11-10;2020-09-04;1000.0000;B
CLASICA;"8046";;2017-11-10;2020-09-04;1000.0000;A
D;"8046";APV;;2020-09-04;1000.0000;
E;"8046";APVC;;2020-09-04;1000.0000;
G;"8046";APV;;2020-09-04;1000.0000;
INSTITUCIO;"8046";;2017-11-10;2020-09-04;1000.0000;I
K;"8046";;2016-08-09;2020-09-04;1000.0000;
LARGOPLAZO;"8046";;2017-11-10;2020-09-04;1000.0000;F
LIQUIDEZ;"8046";;2017-11-10;2020-09-04;1000.0000;C
PATRIMONIA;"8046";;2019-10-17;2020-09-04;1000.0000;J
A;"8935";;2012-06-13;2017-11-09;1000.0000;
B;"8935";APV;2012-06-13;2017-11-09;1000.0000;
C;"8935";;2012-06-13;2017-11-09;1000.0000;
F;"8935";;2012-06-13;2017-11-09;1000.0000;
I;"8935";;2012-06-13;2017-11-09;1000.0000;
J;"8935";;;2017-11-09;1000.0000;
APV;"8935";APV;2017-11-10;2021-12-17;1000.0000;B
CLASICA;"8935";;2017-11-10;2021-12-17;1000.0000;A
D;"8935";APV;2012-06-13;2021-12-17;1000.0000;
E;"8935";APVC;2012-06-13;2021-12-17;1000.0000;
G;"8935";APV;2012-09-20;2021-12-17;1000.0000;
INSTITUCIO;"8935";;2017-11-10;2021-12-17;1000.0000;I
K;"8935";;2016-12-28;2021-12-17;1000.0000;
LARGOPLAZO;"8935";;2017-11-10;2021-12-17;1000.0000;F
LIQUIDEZ;"8935";;2017-11-10;2021-12-17;1000.0000;C
PATRIMONIA;"8935";;;;1000.0000;J
A;"8801";;2010-07-05;2017-11-09;1000.0000;
B;"8801";APV;2010-07-05;2017-11-09;1000.0000;
C;"8801";;2010-07-05;2017-11-09;1000.0000;
F;"8801";;2010-07-05;2017-11-09;1000.0000;
I;"8801";;2010-07-05;2017-11-09;1000.0000;
J;"8801";;;2017-11-09;1000.0000;
APV;"8801";APV;2017-11-10;2021-12-17;1000.0000;B
CLASICA;"8801";;2017-11-10;2021-12-17;1000.0000;A
D;"8801";APV;2010-07-05;2021-12-17;1000.0000;
E;"8801";APVC;;2021-12-17;1000.0000;
G;"8801";APV;;2021-12-17;1000.0000;
INSTITUCIO;"8801";;2017-11-10;2021-12-17;1000.0000;I
K;"8801";;2016-12-28;2021-12-17;1000.0000;
LARGOPLAZO;"8801";;2017-11-10;2021-12-17;1000.0000;F
LIQUIDEZ;"8801";;2017-11-10;2021-12-17;1000.0000;C
PATRIMONIA;"8801";;;2021-12-17;1000.0000;J
A;"8937";;2012-07-05;2017-11-09;1000.0000;
B;"8937";APV;2012-07-05;2017-11-09;1000.0000;
C;"8937";;2012-07-05;2017-11-09;1000.0000;
F;"8937";;2012-07-05;2017-11-09;1000.0000;
I;"8937";;2012-07-05;2017-11-09;1000.0000;
J;"8937";;2016-08-16;2017-11-09;1000.0000;
APV;"8937";APV;2017-11-10;2021-12-17;1000.0000;B
CLASICA;"8937";;2017-11-10;2021-12-17;1000.0000;A
D;"8937";APV;2012-07-05;2021-12-17;1000.0000;
E;"8937";APVC;2012-07-05;2021-12-17;1000.0000;
G;"8937";APV;2012-09-20;2021-12-17;1000.0000;
INSTITUCIO;"8937";;2017-11-10;2021-12-17;1000.0000;I
K;"8937";;2016-12-28;2021-12-17;1000.0000;
LARGOPLAZO;"8937";;2017-11-10;2021-12-17;1000.0000;F
LIQUIDEZ;"8937";;2017-11-10;2021-12-17;1000.0000;C
PATRIMONIA;"8937";;2017-11-10;2021-12-17;1000.0000;J
UNICA;"8636";;2008-07-28;2010-03-17;1000.0000;
UNICA;"8190";;2001-10-16;2008-01-07;1000.0000;
A;"8190";;2008-01-08;2009-10-02;1.0000;UNICA
C;"8190";;2008-01-08;2009-10-02;1.0000;
I;"8190";;2008-01-08;2009-10-02;1.0000;
A;"8656";;2008-08-18;2009-05-05;1000.0000;
B;"8656";;2008-08-18;2009-05-05;1000.0000;
C;"8656";;2008-08-18;2009-05-05;1000.0000;
F;"8656";;2008-08-18;2009-05-05;1000.0000;
I;"8656";;2008-08-18;2009-05-05;1000.0000;
A;"8655";;2008-08-18;2009-04-28;1000.0000;
B;"8655";;2008-08-18;2009-04-28;1000.0000;
C;"8655";;2008-08-18;2009-04-28;1000.0000;
F;"8655";;2008-08-18;2009-04-28;1000.0000;
I;"8655";;2008-08-18;2009-04-28;1000.0000;
UNICA;"8126";;1998-12-04;2000-12-14;1016.0000;
UNICA;"8975";;2013-03-12;2015-09-16;1000.0000;
UNICA;"9728";;2019-03-15;2021-04-30;1000.0000;
A;"8647";;2008-08-13;2009-05-05;1000.0000;
B;"8647";;2008-08-13;2009-05-05;1000.0000;
C;"8647";;2008-08-13;2009-05-05;1000.0000;
F;"8647";;2008-08-13;2009-05-05;1000.0000;
I;"8647";;2008-08-13;2009-05-05;1000.0000;
A;"8944";;2012-08-01;2017-11-09;1000.0000;
B;"8944";APV;2012-08-01;2017-11-09;1000.0000;
C;"8944";;2012-08-01;2017-11-09;1000.0000;
F;"8944";;2012-08-01;2017-11-09;1000.0000;
I;"8944";;2012-08-01;2017-11-09;1000.0000;
APV;"8944";APV;2017-11-10;2021-04-30;1000.0000;B
CLASICA;"8944";;2017-11-10;2021-04-30;1000.0000;A
D;"8944";APV;2012-08-01;2021-04-30;1000.0000;
E;"8944";APVC;2012-08-01;2021-04-30;1000.0000;
G;"8944";APV;2013-09-28;2021-04-30;1000.0000;
INSTITUCIO;"8944";;2017-11-10;2021-04-30;1000.0000;I
LARGOPLAZO;"8944";;2017-11-10;2021-04-30;1000.0000;F
LIQUIDEZ;"8944";;2017-11-10;2021-04-30;1000.0000;C
A;"9086";;2014-11-12;2017-11-09;1000.0000;
B;"9086";APV;2014-11-12;2017-11-09;1000.0000;
C;"9086";;2014-11-12;2017-11-09;1000.0000;
F;"9086";;2014-11-28;2017-11-09;1000.0000;
I;"9086";;2015-04-29;2017-11-09;1000.0000;
APV;"9086";APV;2017-11-10;2018-08-31;1000.0000;B
CLASICA;"9086";;2017-11-10;2018-08-31;1000.0000;A
D;"9086";APV;2016-07-28;2018-08-31;1000.0000;
E;"9086";APVC;;2018-08-31;1000.0000;
G;"9086";APV;2017-09-13;2018-08-31;1000.0000;
INSTITUCIO;"9086";;2017-11-10;2018-08-31;1000.0000;I
LARGOPLAZO;"9086";;2017-11-10;2018-08-31;1000.0000;F
LIQUIDEZ;"9086";;2017-11-10;2018-08-31;1000.0000;C
UNICA;"8085";;1996-01-02;1998-12-03;1000.0000;
UNICA;"8783";;2010-03-11;2010-11-30;1000.0000;
UNICA;"8335";;2004-11-22;2008-07-01;1000.0000;
UNICA;"9585";;2018-03-06;2020-03-22;1000.0000;
UNICA;"9714";;2019-01-30;2020-02-21;1000.0000;
UNICA;"9839";;2019-11-25;2021-12-17;1000.0000;
UNICA;"9447";;2017-05-02;2018-11-05;1000.0000;
UNICA;"9519";;2017-10-05;2019-06-07;1000.0000;
UNICA;"9673";;2018-10-25;2020-11-12;1000.0000;
UNICA;"9285";;2016-01-19;2018-02-09;1000.0000;
UNICA;"9286";;2016-01-22;2017-08-08;1000.0000;
UNICA;"9487";;2017-07-31;2019-02-04;1000.0000;
UNICA;"9672";;2018-11-12;2020-11-12;1000.0000;
UNICA;"9321";;2016-05-18;2017-11-22;1000.0000;
UNICA;"9547";;2017-12-05;2019-06-10;1000.0000;
A;"8880";;2011-06-08;2012-04-03;1000.0000;
